date,ticker,signal,entry_price,stop_loss,target_price,trade_status,close_time,pnl
2024-12-27 12:45:00+05:30,BCHUSDT,SELL,444.1,449.0,434.30000000000007,FAIL,2024-12-27 14:30:00+05:30,-110.33551002026519
2024-12-27 12:45:00+05:30,GMTUSDT,SELL,0.1715,0.1795,0.15550000000000005,FAIL,2024-12-27 14:45:00+05:30,-466.47230320699583
2024-12-27 13:30:00+05:30,STGUSDT,BUY,0.3627,0.3553,0.37750000000000006,FAIL,2024-12-28 05:45:00+05:30,-204.02536531568836
2024-12-27 15:15:00+05:30,ACXUSDT,SELL,0.6483,0.669,0.6068999999999999,FAIL,2024-12-27 18:30:00+05:30,-319.2966219342905
2024-12-27 15:45:00+05:30,ALTUSDT,SELL,0.11809,0.12092,0.11243,PASS,2024-12-28 16:30:00+05:30,479.29545262088226
2024-12-27 15:45:00+05:30,AMBUSDT,SELL,0.00756,0.00772,0.007239999999999999,FAIL,2024-12-28 18:45:00+05:30,-211.6402116402122
2024-12-27 15:45:00+05:30,BAKEUSDT,SELL,0.2656,0.2699,0.25700000000000006,PASS,2024-12-27 20:45:00+05:30,323.7951807228893
2024-12-27 15:45:00+05:30,CTSIUSDT,SELL,0.1613,0.1633,0.1573,PASS,2024-12-27 20:00:00+05:30,247.98512089274666
2024-12-27 15:45:00+05:30,IOUSDT,SELL,2.984,3.062,2.8280000000000003,FAIL,2024-12-27 17:30:00+05:30,-261.3941018766751
2024-12-27 15:45:00+05:30,ORDIUSDT,SELL,26.77,27.36,25.59,FAIL,2024-12-29 07:45:00+05:30,-220.39596563317141
2024-12-27 15:45:00+05:30,PHBUSDT,SELL,1.537,1.566,1.4789999999999996,FAIL,2024-12-27 18:00:00+05:30,-188.67924528301978
2024-12-27 15:45:00+05:30,VICUSDT,SELL,0.402,0.4079,0.3902000000000001,PASS,2024-12-27 21:30:00+05:30,293.53233830845573
2024-12-27 15:45:00+05:30,VTHOUSDT,SELL,0.00281,0.002882,0.002666,FAIL,2024-12-27 17:30:00+05:30,-256.2277580071175
2024-12-27 16:00:00+05:30,KDAUSDT,SELL,1.0389,1.0627,0.9912999999999998,FAIL,2024-12-27 17:15:00+05:30,-229.08845894696358
2024-12-27 16:00:00+05:30,PIXELUSDT,SELL,0.1671,0.1712,0.1589,PASS,2024-12-27 21:45:00+05:30,490.72411729503204
2024-12-27 16:00:00+05:30,TNSRUSDT,SELL,0.4629,0.4734,0.44189999999999996,PASS,2024-12-28 07:00:00+05:30,453.66169799092717
2024-12-27 16:45:00+05:30,GMTUSDT,SELL,0.1956,0.2077,0.1714,FAIL,2024-12-27 17:45:00+05:30,-618.6094069529652
2024-12-27 16:45:00+05:30,MEUSDT,BUY,3.737,3.689,3.833,PASS,2024-12-27 17:30:00+05:30,256.8905539202571
2024-12-27 16:45:00+05:30,STRAXUSDT,SELL,0.07941,0.0849,0.06842999999999998,FAIL,2024-12-28 05:30:00+05:30,-691.3486966377042
2024-12-27 18:15:00+05:30,BLURUSDT,SELL,0.2604,0.2624,0.2564,PASS,2024-12-27 19:00:00+05:30,153.60983102918598
2024-12-27 18:15:00+05:30,JSTUSDT,SELL,0.03993,0.04016,0.03947,PASS,2024-12-27 20:00:00+05:30,115.20160280490911
2024-12-27 18:30:00+05:30,WINUSDT,SELL,0.00011598,0.00011724,0.00011346,PASS,2024-12-27 20:45:00+05:30,217.27884117951336
2024-12-27 18:45:00+05:30,SUNUSDT,SELL,0.02477,0.02539,0.023530000000000002,FAIL,2024-12-29 13:00:00+05:30,-250.30278562777514
2024-12-27 19:00:00+05:30,ATAUSDT,SELL,0.1032,0.105,0.09960000000000001,PASS,2024-12-27 21:30:00+05:30,348.8372093023248
2024-12-27 19:30:00+05:30,OMUSDT,SELL,3.731,3.7828,3.6273999999999997,PASS,2024-12-27 22:45:00+05:30,277.6735459662293
2024-12-27 20:00:00+05:30,BBUSDT,SELL,0.4549,0.4727,0.41930000000000006,FAIL,2024-12-27 23:00:00+05:30,-391.2947900637499
2024-12-27 21:00:00+05:30,DEXEUSDT,BUY,11.263,11.039,11.711,PASS,2024-12-28 00:00:00+05:30,397.7625854568058
2024-12-27 21:15:00+05:30,SLFUSDT,BUY,0.3203,0.3122,0.33649999999999997,PASS,2024-12-28 00:30:00+05:30,505.7758351545424
2024-12-27 21:30:00+05:30,LPTUSDT,BUY,16.741,16.518,17.186999999999998,FAIL,2024-12-27 21:45:00+05:30,-133.20590167851321
2024-12-27 22:00:00+05:30,AMBUSDT,BUY,0.00742,0.00728,0.007700000000000001,PASS,2024-12-28 18:45:00+05:30,377.3584905660387
2024-12-27 22:00:00+05:30,VIDTUSDT,BUY,0.03003,0.02965,0.030790000000000005,PASS,2024-12-27 23:00:00+05:30,253.08025308025432
2024-12-27 22:15:00+05:30,FIOUSDT,BUY,0.04072,0.04016,0.041839999999999995,FAIL,2024-12-28 13:15:00+05:30,-137.5245579567775
2024-12-27 22:45:00+05:30,ICPUSDT,BUY,10.179,10.031,10.475,PASS,2024-12-28 19:45:00+05:30,290.7947735533936
2024-12-27 22:45:00+05:30,TKOUSDT,BUY,0.4899,0.4845,0.5007,PASS,2024-12-27 23:15:00+05:30,220.45315370483837
2024-12-27 22:45:00+05:30,WUSDT,BUY,0.3018,0.2949,0.31560000000000005,FAIL,2024-12-28 06:45:00+05:30,-228.62823061630274
2024-12-27 23:00:00+05:30,ALGOUSDT,BUY,0.3363,0.3292,0.3505,FAIL,2024-12-28 13:15:00+05:30,-211.12102289622348
2024-12-27 23:00:00+05:30,MLNUSDT,BUY,20.69,20.4,21.270000000000007,FAIL,2024-12-27 23:30:00+05:30,-140.1643305944914
2024-12-27 23:00:00+05:30,STRAXUSDT,BUY,0.0763,0.074,0.08090000000000003,PASS,2024-12-28 05:30:00+05:30,602.8833551769359
2024-12-27 23:30:00+05:30,AGLDUSDT,BUY,2.1,2.068,2.164,FAIL,2024-12-28 05:30:00+05:30,-152.3809523809525
2024-12-28 02:15:00+05:30,AMPUSDT,BUY,0.00788,0.007791,0.008058,FAIL,2024-12-28 03:00:00+05:30,-112.9441624365478
2024-12-28 02:30:00+05:30,ALGOUSDT,BUY,0.338,0.3354,0.3432000000000001,FAIL,2024-12-28 03:00:00+05:30,-76.9230769230783
2024-12-28 02:45:00+05:30,FISUSDT,BUY,0.4666,0.461,0.4778,FAIL,2024-12-28 03:30:00+05:30,-120.01714530647222
2024-12-28 03:30:00+05:30,MOVEUSDT,SELL,1.1124,1.1548,1.0276,PASS,2024-12-28 12:15:00+05:30,762.3157137720243
2024-12-28 03:45:00+05:30,DOTUSDT,BUY,6.954,6.88,7.101999999999999,FAIL,2024-12-28 05:00:00+05:30,-106.4135749209086
2024-12-28 03:45:00+05:30,SNTUSDT,BUY,0.04178,0.04128,0.04278,PASS,2024-12-28 05:45:00+05:30,239.3489707994258
2024-12-28 03:45:00+05:30,SUNUSDT,BUY,0.0243,0.0241,0.024699999999999996,PASS,2024-12-28 06:00:00+05:30,164.6090534979414
2024-12-28 04:30:00+05:30,ACXUSDT,BUY,0.6373,0.6275,0.6569,PASS,2024-12-28 06:30:00+05:30,307.547465871647
